Region,Atmospheric Conditions,Fatalities in crash,Roadway,Roadway Area,Roadway Type,Road Type - Category,Age,Alcohol Results,Driver Over Federal Limit?,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.month
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,21,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
Northeast,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
Northeast,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,28,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),1
South,"Fog, Smog, Smoke",1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,91,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,35,0.07,No,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
South,"Fog, Smog, Smoke",1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,29,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,"Fog, Smog, Smoke",1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,40,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,"Fog, Smog, Smoke",1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,24,0.11,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,"Fog, Smog, Smoke",1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,29,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,54,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,37,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,46,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,82,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Rain,1,Urban-Collector,Urban,Collector,Unknown,22,0.15,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,19,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,21,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,26,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,28,0.19,No,Pedestrian,Yes,White,Male,Fatal Injury (K),1
South,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,12,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,0.18,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,21,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,25,0.2,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,8,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,28,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,36,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,10,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,19,0.21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,24,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,30,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,53,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,85,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,60,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,63,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,92,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,31,Unknown,Unknown,Pedestrian,Unknown,White,Male,Fatal Injury (K),1
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,34,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,43,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,43,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,21,0.13,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,57,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,13,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,29,Unknown,Unknown,Pedestrian,Unknown,Black,Male,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,11,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,14,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,25,0.11,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,28,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,Unknown,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Unknown,Unknown,1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,25,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,51,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),1
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,64,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,34,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Rain,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,20,0.11,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,46,0.28,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,18,0.15,Yes,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Rain,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,68,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
Midwest,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,46,0.16,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Midwest,Clear,1,Urban-Collector,Urban,Collector,Unknown,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Midwest,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,20,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
Midwest,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,50,0.18,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),1
Midwest,Cloudy,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,34,0.21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
Midwest,Cloudy,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,41,0.14,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
Midwest,Cloudy,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,49,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),1
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,1,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,1,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,2,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,3,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,3,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Clear,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,4,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
Midwest,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,4,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Rain,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,5,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
Midwest,Rain,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,5,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,16,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,38,0.2,No,Pedestrian,No,White,Female,Fatal Injury (K),1
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,85,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,40,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
West,Rain,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,45,0.24,No,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,24,0.12,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,32,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,42,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Cloudy,1,Urban-Collector,Urban,Collector,Unknown,22,0.21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
West,Cloudy,1,Urban-Collector,Urban,Collector,Unknown,24,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,24,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,49,0.28,No,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),1
West,Rain,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,27,0.24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
West,Rain,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,82,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
West,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,17,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,25,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,28,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,37,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,8,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,19,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Rain,1,Rural-Major Collector,Rural,Major Collector,Unknown,65,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
South,Rain,1,Rural-Major Collector,Rural,Major Collector,Unknown,71,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,19,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,58,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),1
